accident_number,date,time,year,street1,street2,road_class,district,latitude,longitude,x,y,accident_location,traffctl,visibility,light,road_surface_condition,hood_158,neighbourhood_new,hood_140,neighbourhood_old,accident_class,pedestrian,cyclist,automobile,motorcycle,truck,trsn_city_veh,emerg_veh,passenger,speeding,aggressive_driving,redlight,alcohol,disability,impact_type,involvement_type,initial_direction,vehicle_type,manoeuver,driver_action,driver_condition,pedestrian_action,pedestrian_condition,cyclist_type,cyclist_action,cyclist_condition,injury,involvement_age,injury_severity_score
1377364.0,2013-09-25 08:00:00,1859,2013,STEELES AVE W,STEINWAY BLVD,Major Arterial,Etobicoke York,43.754172,-79.619815,611111.7311,4845494.4993,Unknown,Stop Sign,Clear,"Dark, artificial",Dry,1,West Humber-Clairville,1,West Humber-Clairville (1),Fatal,0,0,1,1,0,0,0,0,1,1,0,0,0,Turning Movement,"['Motorcycle Driver', 'Driver']",East,"['Motorcycle', 'Automobile, Station Wagon']","['Going Ahead', 'Turning Left']","['Driving Properly', 'Failed to Yield Right of Way']","['Normal', 'Inattentive']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['55 to 59', '40 to 44']",4.0
1377456.0,2013-07-13 08:00:00,1355,2013,KENNEDY RD,MCNICOLL Ave,Major Arterial,Scarborough,43.812129,-79.301936,636570.7617,4852407.0647,At Intersection,Traffic Signal,Clear,Daylight,Dry,130,Milliken,130,Milliken (130),Non-Fatal Injury,0,0,1,1,0,0,0,0,0,1,0,0,0,Turning Movement,"['Motorcycle Driver', 'Driver']",North,"['Motorcycle', 'Automobile, Station Wagon']","['Going Ahead', 'Turning Left']","['Driving Properly', 'Failed to Yield Right of Way']","['Normal', 'Inattentive']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['20 to 24'],3.0
1377536.0,2013-09-26 08:00:00,1050,2013,BROADVIEW AVE,DUNDAS ST E,Major Arterial,Toronto and East York,43.662455,-79.351352,632927.1117,4835703.1773,Unknown,Traffic Signal,Clear,Daylight,Dry,70,South Riverdale,70,South Riverdale (70),Fatal,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,['Passenger Van'],['Turning Left'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['60 to 64', '90 to 94']",4.0
1377544.0,2013-09-26 08:00:00,925,2013,38 GERVAIS DR,Not Applicable,Collector,North York,43.724089,-79.336932,633952.4851,4842571.7011,Unknown,No Control,Clear,Daylight,Dry,42,Banbury-Don Mills,42,Banbury-Don Mills (42),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,0,0,0,0,SMV Other,"['Other Property Owner', 'Driver']",West,"['Other', 'Automobile, Station Wagon']",['Going Ahead'],['Lost control'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '80 to 84']",3.0
1377550.0,2013-09-26 08:00:00,1800,2013,LAWRENCE Ave W,WESTON Rd,Major Arterial,Etobicoke York,43.700148,-79.516185,619561.9503,4839638.5985,Unknown,No Control,Clear,Daylight,Dry,113,Weston,113,Weston (113),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",South,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Driving Properly'],['Normal'],['Coming From Behind Parked Vehicle'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['30 to 34', '80 to 84']",3.0
1378008.0,2020-07-24 08:00:00,1554,2020,KINGSTON  RD,LAKEHURST DR,Major Arterial,Scarborough,43.696303,-79.2579,640383.0826,4839616.4475,Intersection Related,No Control,Clear,Daylight,Dry,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),Non-Fatal Injury,1,0,1,1,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Motorcycle Driver', 'Driver', 'Pedestrian']",East,"['Motorcycle', 'Pick Up Truck', 'Automobile, Station Wagon']","['Going Ahead', 'Slowing or Stopping', 'Stopped']","['Following too Close', 'Driving Properly']","['Inattentive', 'Normal']",['Other'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', '30 to 34', '60 to 64', '25 to 29']",3.0
1378110.0,2013-09-30 08:00:00,730,2013,DIXON Rd,CARLINGVIEW Dr,Major Arterial,Etobicoke York,43.686747,-79.595546,613192.4093,4838038.8586,Unknown,Traffic Signal,Clear,Daylight,Wet,1,West Humber-Clairville,1,West Humber-Clairville (1),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Pedestrian', 'Vehicle Owner', 'Driver']",East,"['Other', 'Automobile, Station Wagon']",['Turning Left'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['60 to 64', 'unknown', '45 to 49']",3.0
1378332.0,2013-10-01 08:00:00,1006,2013,GERRARD ST E,CARLAW AVE,Minor Arterial,Toronto and East York,43.667643,-79.342792,633605.7847,4836293.1253,At Intersection,Traffic Signal,Clear,Daylight,Dry,68,North Riverdale,68,North Riverdale (68),Fatal,1,0,0,0,1,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Truck Driver', 'Other', 'Pedestrian']",West,['Truck-Tractor'],['Turning Right'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['unknown', '40 to 44', '55 to 59']",4.0
1378518.0,2013-07-18 08:00:00,2217,2013,DUFFERIN St,MARTIN ROSS Ave,Major Arterial,North York,43.775248,-79.468326,623264.1434,4848049.6684,Unknown,No Control,Clear,"Dark, artificial",Dry,34,Bathurst Manor,34,Bathurst Manor (34),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,0,0,0,0,Approaching,"['Driver', 'Vehicle Owner']",North,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],"['Driving Properly', 'Lost control']","['Normal', 'Inattentive']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', 'unknown']",3.0
1378700.0,2013-10-03 08:00:00,1710,2013,VICTORIA PARK Ave,EDGE PARK Ave,Major Arterial,Toronto and East York,43.717448,-79.299609,636973.8479,4841895.1276,Unknown,No Control,Clear,Daylight,Dry,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['30 to 34'],3.0
1378850.0,2020-07-24 08:00:00,1752,2020,BRIMLEY RD,MINERVA AVE,Minor Arterial,Scarborough,43.722533,-79.242137,641591.5428,4842556.4811,At Intersection,Stop Sign,Clear,Daylight,Dry,123,Cliffcrest,123,Cliffcrest (123),Non-Fatal Injury,0,0,1,1,0,0,0,0,0,1,0,0,0,Angle,"['Driver', 'Motorcycle Driver']",East,"['Pick Up Truck', 'Motorcycle']",['Going Ahead'],"['Failed to Yield Right of Way', 'Driving Properly']","['Normal', 'Unknown']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['60 to 64', '30 to 34']",3.0
1379013.0,2013-10-05 08:00:00,1945,2013,FINCH AVE W,WILMINGTON AVE,Major Arterial,North York,43.771441,-79.455066,624339.1632,4847646.6697,Unknown,No Control,Clear,"Dark, artificial",Dry,35,Westminster-Branson,35,Westminster-Branson (35),Fatal,1,0,1,0,0,0,0,1,0,0,0,0,0,Pedestrian Collisions,"['Passenger', 'Driver', 'Pedestrian']",South,['Passenger Van'],['Going Ahead'],['Driving Properly'],['Normal'],['Running onto Roadway'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['50 to 54', '55 to 59', '70 to 74']",4.0
1379135.0,2013-07-17 08:00:00,2124,2013,CHRISTIE St,DAVENPORT Rd,Minor Arterial,Toronto and East York,43.675551,-79.423084,627115.8005,4837045.2342,At Intersection,Traffic Signal,Clear,Dark,Dry,94,Wychwood,94,Wychwood (94),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,1,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",North,"['Automobile, Station Wagon', 'Bicycle']","['Turning Left', 'Going Ahead']",['Failed to Yield Right of Way'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Motorist turned left across cyclists path.'],['Driving Properly'],['Normal'],False,"['60 to 64', '35 to 39']",3.0
1379252.0,2012-12-02 10:00:00,315,2012,MAITLAND ST,YONGE ST,Collector,Toronto and East York,43.665026,-79.378688,630717.4622,4835945.2863,Unknown,No Control,Clear,Dark,Dry,167,Church-Wellesley,75,Church-Yonge Corridor (75),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Pedestrian']",East,"['Other', 'Automobile, Station Wagon']",['Pulling Away from Shoulder or Curb'],['Other'],['Had Been Drinking'],"['Crossing, no Traffic Control']",['Other'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '20 to 24']",3.0
1379372.0,2013-07-19 08:00:00,1240,2013,DUFFERIN ST,JOE SHUSTER  WAY,Minor Arterial,Toronto and East York,43.641524,-79.428363,626761.8368,4833258.0122,Unknown,No Control,Clear,Daylight,Dry,85,South Parkdale,85,South Parkdale (85),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Driving Properly'],['Had Been Drinking'],"['Crossing, no Traffic Control']",['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '70 to 74']",3.0
1379549.0,2013-10-08 08:00:00,1620,2013,AVENUE Rd,GLENGROVE Ave W,Major Arterial,North York,43.716929,-79.413463,627803.427,4841655.6237,At Intersection,Traffic Signal,Clear,Daylight,Dry,103,Lawrence Park South,103,Lawrence Park South (103),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Vehicle Owner', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']","['Stopped', 'Turning Left']","['Driving Properly', 'Failed to Yield Right of Way']","['Normal', 'Unknown']",['Crossing with right of way'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['50 to 54', 'unknown', '45 to 49', '60 to 64', '65 to 69']",3.0
1379687.0,2013-07-22 08:00:00,1830,2013,EGLINTON AVE E,MASON RD,Major Arterial,Scarborough,43.741782,-79.225154,642913.7035,4844723.5286,Unknown,Traffic Signal,Clear,Daylight,Dry,139,Scarborough Village,139,Scarborough Village (139),Non-Fatal Injury,0,0,0,0,0,1,0,1,0,0,0,0,0,Other,"['Passenger', 'Vehicle Owner', 'Driver']",West,"['Other', 'Municipal Transit Bus (TTC)']",['Pulling Away from Shoulder or Curb'],['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', 'unknown', '50 to 54']",3.0
1379704.0,2013-10-09 08:00:00,245,2013,SHEPPARD Ave W,SEELEY Dr,Major Arterial,North York,43.743098,-79.494228,621244.5366,4844440.6997,Unknown,No Control,Clear,"Dark, artificial",Dry,155,Downsview,26,Downsview-Roding-CFB (26),Non-Fatal Injury,0,0,1,0,0,0,0,1,1,1,0,0,0,SMV Other,"['Passenger', 'Driver']",West,"['Other', 'Automobile, Station Wagon']",['Going Ahead'],['Speed too Fast For Condition'],['Had Been Drinking'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['20 to 24'],3.0
1379733.0,2013-07-24 08:00:00,657,2013,DANFORTH Ave,THORA Ave,Major Arterial,Scarborough,43.691493,-79.287105,638040.6733,4839033.194,Unknown,No Control,Clear,Daylight,Dry,121,Oakridge,121,Oakridge (121),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,1,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",South,"['Automobile, Station Wagon', 'Bicycle']","['Turning Right', 'Going Ahead']",['Failed to Yield Right of Way'],['Normal'],['Not Applicable'],['Not Applicable'],"['Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.']",['Other'],['Normal'],False,"['60 to 64', '25 to 29']",3.0
1379740.0,2013-07-24 08:00:00,1140,2013,139 HORSHAM AVE,Not Applicable,Local,North York,43.773045,-79.42179,627013.9054,4847875.3251,Unknown,No Control,Clear,Daylight,Dry,37,Willowdale West,37,Willowdale West (37),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",South,"['Automobile, Station Wagon', 'Other']",['Reversing'],['Other'],['Inattentive'],['Other'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '75 to 79']",3.0
1379915.0,2013-07-19 08:00:00,1831,2013,PARLIAMENT ST,COLE  ST,Minor Arterial,Toronto and East York,43.660145,-79.36629,631727.7301,4835422.7955,Unknown,No Control,Rain,Daylight,Wet,72,Regent Park,72,Regent Park (72),Non-Fatal Injury,0,0,0,1,0,0,0,0,1,1,0,0,0,SMV Other,['Motorcycle Driver'],North,['Motorcycle'],['Going Ahead'],['Speed too Fast For Condition'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['25 to 29'],3.0
1380043.0,2013-10-10 08:00:00,2136,2013,COLLEGE ST,DUFFERIN ST,Major Arterial,Toronto and East York,43.652556,-79.432552,626400.8246,4834476.8691,Unknown,Traffic Signal,Clear,Dark,Dry,84,Little Portugal,84,Little Portugal (84),Non-Fatal Injury,1,0,0,0,0,1,0,0,0,1,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Pedestrian']",South,"['Other', 'Municipal Transit Bus (TTC)']",['Turning Right'],['Failed to Yield Right of Way'],['Normal'],['Crossing without right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '50 to 54', '25 to 29']",3.0
1380106.0,2013-07-25 08:00:00,820,2013,GLENROY Ave,HUMBERVALE Blvd,Local,Etobicoke York,43.642501,-79.5079,620344.6981,4833248.1204,At Intersection,Stop Sign,Clear,Daylight,Dry,16,Stonegate-Queensway,16,Stonegate-Queensway (16),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",South,"['Automobile, Station Wagon', 'Bicycle']",['Going Ahead'],['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],"['Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.']",['Failed to Yield Right of Way'],['Inattentive'],False,"['50 to 54', '15 to 19']",3.0
1380288.0,2013-10-11 08:00:00,1807,2013,EGLINTON AVE W,WESTON RD,Major Arterial,Etobicoke York,43.686984,-79.48952,621737.1964,4838215.3546,Unknown,Traffic Signal,Clear,Daylight,Dry,115,Mount Dennis,115,Mount Dennis (115),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,1,0,0,Pedestrian Collisions,"['Driver', 'Other Property Owner', 'Pedestrian', 'Vehicle Owner']",Unknown,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Disobeyed Traffic Control'],['Normal'],['Other'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['40 to 44', 'unknown', '10 to 14']",3.0
1380363.0,2013-10-12 08:00:00,1055,2013,MOUNT PLEASANT Rd,BALLIOL St,Local,North York,43.699385,-79.386318,630028.0427,4839749.3292,Unknown,No Control,Clear,Daylight,Dry,99,Mount Pleasant East,99,Mount Pleasant East (99),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,0,0,0,1,SMV Other,"['Vehicle Owner', 'Passenger', 'Driver']",East,"['Other', 'Automobile, Station Wagon']",['Going Ahead'],['Lost control'],['Medical or Physical Disability'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '25 to 29', '60 to 64']",3.0
1380543.0,2013-07-24 08:00:00,1845,2013,FRONT ST W,BLUE JAYS WAY,Minor Arterial,Toronto and East York,43.643408,-79.391277,629749.0177,4833524.5642,Unknown,Traffic Signal,Clear,Daylight,Dry,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,1,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",East,"['Automobile, Station Wagon', 'Bicycle']","['Turning Left', 'Going Ahead']",['Failed to Yield Right of Way'],['Normal'],['Not Applicable'],['Not Applicable'],['Motorist turned left across cyclists path.'],['Driving Properly'],['Unknown'],False,"['35 to 39', '25 to 29']",3.0
1380620.0,2013-07-28 08:00:00,1840,2013,QUEEN St E,VANCOUVER Ave,Minor Arterial,Toronto and East York,43.664683,-79.32397,635129.8924,4835994.8633,At Intersection,No Control,Clear,Daylight,Dry,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Vehicle Owner', 'Driver', 'Cyclist']",West,"['Other', 'Automobile, Station Wagon', 'Bicycle']","['Going Ahead', 'Parked']","['Driving Properly', 'Other']","['Normal', 'Inattentive']",['Not Applicable'],['Not Applicable'],['Cyclist struck opened vehicle door'],['Driving Properly'],['Normal'],False,"['unknown', '25 to 29', '35 to 39', '40 to 44']",3.0
1380661.0,2013-07-28 08:00:00,2158,2013,SHEPPARD AVE E,ROUGE RIVER DR,Major Arterial,Scarborough,43.806277,-79.180385,646361.1937,4851964.9295,Unknown,Traffic Signal,Clear,"Dark, artificial",Dry,143,West Rouge,131,Rouge (131),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon', 'Other']",['Turning Left'],['Failed to Yield Right of Way'],['Normal'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', '50 to 54']",3.0
1380760.0,2013-10-08 08:00:00,2115,2013,STEELES AVE E,TURFF  AVE,Major Arterial,Scarborough,43.824481,-79.303623,636406.9482,4853776.1725,Unknown,No Control,Clear,Dark,Dry,130,Milliken,130,Milliken (130),Fatal,1,0,1,0,0,0,0,1,0,0,0,0,0,Pedestrian Collisions,"['Passenger', 'Driver', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['20 to 24', '80 to 84']",4.0
1380762.0,2020-07-24 08:00:00,2250,2020,MARKHAM RD,ELLESMERE RD,Major Arterial,Scarborough,43.777697,-79.232211,642260.3057,4848700.2943,Non Intersection,No Control,Clear,"Dark, artificial",Dry,142,Woburn North,137,Woburn (137),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,1,0,0,0,Rear End,"['Driver', 'Passenger']",South,"['Automobile, Station Wagon', 'Pick Up Truck']",['Going Ahead'],"['Lost control', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['30 to 34', '20 to 24']",3.0
1380770.0,2013-07-29 08:00:00,1111,2013,DANFORTH Ave,LINNSMORE Cres,Major Arterial,Toronto and East York,43.681845,-79.33059,634557.7874,4837890.1762,Unknown,No Control,Clear,Daylight,Dry,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Pedestrian']",North,"['Other', 'Automobile, Station Wagon']",['Turning Left'],['Improper Turn'],['Normal'],"['Crossing, no Traffic Control']",['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '60 to 64', '70 to 74']",3.0
1380946.0,2013-10-16 08:00:00,710,2013,SPADINA Ave,DUNDAS St W,Major Arterial,Toronto and East York,43.652507,-79.397853,629199.1257,4834524.8671,Unknown,No Control,Clear,Daylight,Wet,78,Kensington-Chinatown,78,Kensington-Chinatown (78),Fatal,0,1,0,0,1,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Vehicle Owner', 'Truck Driver', 'Cyclist', 'Other']",North,"['Truck - Dump', 'Bicycle']",['Going Ahead'],['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],['Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.'],['Lost control'],['Normal'],True,"['unknown', '50 to 54', '25 to 29']",4.0
1381080.0,2013-08-01 08:00:00,1943,2013,STEELES AVE W,ISLINGTON AVE,Major Arterial,Etobicoke York,43.764334,-79.574855,614711.8369,4846684.43,At Intersection,Traffic Signal,Clear,Dusk,Dry,21,Humber Summit,21,Humber Summit (21),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,1,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",North,"['Automobile, Station Wagon', 'Bicycle']","['Turning Left', 'Going Ahead']",['Failed to Yield Right of Way'],['Normal'],['Not Applicable'],['Not Applicable'],['Motorist turned left across cyclists path.'],['Other'],['Normal'],False,"['55 to 59', '50 to 54']",3.0
1381541.0,2013-10-20 08:00:00,45,2013,KENNEDY RD,EGLINTON AVE E,Major Arterial,Scarborough,43.731745,-79.267787,639504.086,4843536.1045,Unknown,No Control,Clear,Dark,Dry,125,Ionview,125,Ionview (125),Fatal,1,0,1,0,0,0,0,0,0,0,0,1,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Witness', 'Pedestrian']",East,['Pick Up Truck'],['Going Ahead'],['Other'],"['Ability Impaired, Alcohol Over .08']","['Crossing, no Traffic Control']",['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['unknown', '25 to 29', '20 to 24']",4.0
1381629.0,2013-08-03 08:00:00,1904,2013,ELMHURST Ave,YONGE St,Collector,North York,43.763011,-79.412151,627811.0258,4846775.7288,Unknown,No Control,Clear,Daylight,Dry,38,Lansing-Westgate,38,Lansing-Westgate (38),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Pedestrian']",North,"['Other', 'Automobile, Station Wagon']",['Reversing'],['Other'],['Inattentive'],['Other'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '20 to 24', '15 to 19', '50 to 54']",3.0
1381650.0,2013-08-03 08:00:00,2213,2013,JANE St,TRETHEWEY Dr,Major Arterial,Etobicoke York,43.697585,-79.502368,620680.4388,4839373.9597,Unknown,Traffic Signal,Clear,"Dark, artificial",Dry,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],['Crossing without right of way'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['35 to 39', '20 to 24']",3.0
